,departure_date,departure_time,arrival_time,airline,fare_type,price,origin,destination,date_collected
41,"Friday, 25 November 2022",18:55:00,22:15:00,Virgin,Virgin-Flex,639,Brisbane,Melbourne,"Thursday, 24 November 2022"
42,"Friday, 25 November 2022",18:55:00,22:15:00,Virgin,Virgin-Business,949,Brisbane,Melbourne,"Thursday, 24 November 2022"
43,"Friday, 25 November 2022",20:15:00,23:35:00,Qantas,Qantas-Flex,711,Brisbane,Melbourne,"Thursday, 24 November 2022"
44,"Friday, 25 November 2022",20:15:00,23:35:00,Qantas,Qantas-Business Class,1679,Brisbane,Melbourne,"Thursday, 24 November 2022"
45,"Friday, 25 November 2022",20:35:00,23:55:00,Virgin,Virgin-Flex,639,Brisbane,Melbourne,"Thursday, 24 November 2022"
46,"Friday, 25 November 2022",20:35:00,23:55:00,Virgin,Virgin-Business,949,Brisbane,Melbourne,"Thursday, 24 November 2022"
47,"Saturday, 26 November 2022",5:15:00,8:35:00,Qantas,Qantas-Red eDeal,612,Brisbane,Melbourne,"Thursday, 24 November 2022"
48,"Saturday, 26 November 2022",5:15:00,8:35:00,Qantas,Qantas-Flex,711,Brisbane,Melbourne,"Thursday, 24 November 2022"
49,"Saturday, 26 November 2022",5:15:00,8:35:00,Qantas,Qantas-Business Class,1259,Brisbane,Melbourne,"Thursday, 24 November 2022"
50,"Saturday, 26 November 2022",6:15:00,9:35:00,Qantas,Qantas-Red eDeal,612,Brisbane,Melbourne,"Thursday, 24 November 2022"
51,"Saturday, 26 November 2022",6:15:00,9:35:00,Qantas,Qantas-Flex,711,Brisbane,Melbourne,"Thursday, 24 November 2022"
52,"Saturday, 26 November 2022",6:15:00,9:35:00,Qantas,Qantas-Business Class,1259,Brisbane,Melbourne,"Thursday, 24 November 2022"
53,"Saturday, 26 November 2022",6:55:00,10:15:00,Virgin,Virgin-Flex,639,Brisbane,Melbourne,"Thursday, 24 November 2022"
54,"Saturday, 26 November 2022",6:55:00,10:15:00,Virgin,Virgin-Business,949,Brisbane,Melbourne,"Thursday, 24 November 2022"
55,"Saturday, 26 November 2022",7:55:00,11:15:00,Virgin,Virgin-Flex,639,Brisbane,Melbourne,"Thursday, 24 November 2022"
56,"Saturday, 26 November 2022",7:55:00,11:15:00,Virgin,Virgin-Business,659,Brisbane,Melbourne,"Thursday, 24 November 2022"
57,"Saturday, 26 November 2022",8:00:00,11:25:00,Rex,Rex-Flex,479,Brisbane,Melbourne,"Thursday, 24 November 2022"
58,"Saturday, 26 November 2022",8:00:00,11:25:00,Rex,Rex-Business Class Plus,699,Brisbane,Melbourne,"Thursday, 24 November 2022"
59,"Saturday, 26 November 2022",8:55:00,12:15:00,Virgin,Virgin-Flex,639,Brisbane,Melbourne,"Thursday, 24 November 2022"
60,"Saturday, 26 November 2022",8:55:00,12:15:00,Virgin,Virgin-Business,949,Brisbane,Melbourne,"Thursday, 24 November 2022"
61,"Saturday, 26 November 2022",9:15:00,12:35:00,Qantas,Qantas-Flex,837,Brisbane,Melbourne,"Thursday, 24 November 2022"
62,"Saturday, 26 November 2022",9:15:00,12:35:00,Qantas,Qantas-Business Class,2128,Brisbane,Melbourne,"Thursday, 24 November 2022"
63,"Saturday, 26 November 2022",9:55:00,13:15:00,Virgin,Virgin-Flex,539,Brisbane,Melbourne,"Thursday, 24 November 2022"
64,"Saturday, 26 November 2022",9:55:00,13:15:00,Virgin,Virgin-Business,949,Brisbane,Melbourne,"Thursday, 24 November 2022"
65,"Saturday, 26 November 2022",10:15:00,13:35:00,Qantas,Qantas-Flex,837,Brisbane,Melbourne,"Thursday, 24 November 2022"
66,"Saturday, 26 November 2022",11:55:00,15:15:00,Virgin,Virgin-Flex,639,Brisbane,Melbourne,"Thursday, 24 November 2022"
67,"Saturday, 26 November 2022",11:55:00,15:15:00,Virgin,Virgin-Business,949,Brisbane,Melbourne,"Thursday, 24 November 2022"
68,"Saturday, 26 November 2022",12:55:00,16:15:00,Virgin,Virgin-Flex,739,Brisbane,Melbourne,"Thursday, 24 November 2022"
69,"Saturday, 26 November 2022",12:55:00,16:15:00,Virgin,Virgin-Business,949,Brisbane,Melbourne,"Thursday, 24 November 2022"
70,"Saturday, 26 November 2022",13:15:00,16:35:00,Qantas,Qantas-Flex,711,Brisbane,Melbourne,"Thursday, 24 November 2022"
71,"Saturday, 26 November 2022",13:15:00,16:35:00,Qantas,Qantas-Business Class,2128,Brisbane,Melbourne,"Thursday, 24 November 2022"
72,"Saturday, 26 November 2022",14:55:00,18:15:00,Virgin,Virgin-Flex,639,Brisbane,Melbourne,"Thursday, 24 November 2022"
73,"Saturday, 26 November 2022",14:55:00,18:15:00,Virgin,Virgin-Business,659,Brisbane,Melbourne,"Thursday, 24 November 2022"
74,"Saturday, 26 November 2022",15:00:00,18:20:00,Qantas,Qantas-Red eDeal,612,Brisbane,Melbourne,"Thursday, 24 November 2022"
75,"Saturday, 26 November 2022",15:00:00,18:20:00,Qantas,Qantas-Flex,711,Brisbane,Melbourne,"Thursday, 24 November 2022"
76,"Saturday, 26 November 2022",15:00:00,18:20:00,Qantas,Qantas-Business Class,1679,Brisbane,Melbourne,"Thursday, 24 November 2022"
77,"Saturday, 26 November 2022",16:15:00,19:35:00,Qantas,Qantas-Red eDeal,612,Brisbane,Melbourne,"Thursday, 24 November 2022"
78,"Saturday, 26 November 2022",16:15:00,19:35:00,Qantas,Qantas-Flex,711,Brisbane,Melbourne,"Thursday, 24 November 2022"
79,"Saturday, 26 November 2022",16:15:00,19:35:00,Qantas,Qantas-Business Class,1679,Brisbane,Melbourne,"Thursday, 24 November 2022"
80,"Saturday, 26 November 2022",16:55:00,20:15:00,Virgin,Virgin-Flex,639,Brisbane,Melbourne,"Thursday, 24 November 2022"
81,"Saturday, 26 November 2022",16:55:00,20:15:00,Virgin,Virgin-Business,659,Brisbane,Melbourne,"Thursday, 24 November 2022"
82,"Saturday, 26 November 2022",18:15:00,21:35:00,Qantas,Qantas-Red eDeal,612,Brisbane,Melbourne,"Thursday, 24 November 2022"
83,"Saturday, 26 November 2022",18:15:00,21:35:00,Qantas,Qantas-Flex,711,Brisbane,Melbourne,"Thursday, 24 November 2022"
84,"Saturday, 26 November 2022",18:15:00,21:35:00,Qantas,Qantas-Business Class,1679,Brisbane,Melbourne,"Thursday, 24 November 2022"
85,"Saturday, 26 November 2022",18:55:00,22:15:00,Virgin,Virgin-Flex,539,Brisbane,Melbourne,"Thursday, 24 November 2022"
86,"Saturday, 26 November 2022",18:55:00,22:15:00,Virgin,Virgin-Business,949,Brisbane,Melbourne,"Thursday, 24 November 2022"
87,"Sunday, 27 November 2022",6:15:00,9:35:00,Qantas,Qantas-Red eDeal,526,Brisbane,Melbourne,"Thursday, 24 November 2022"
88,"Sunday, 27 November 2022",6:15:00,9:35:00,Qantas,Qantas-Flex,711,Brisbane,Melbourne,"Thursday, 24 November 2022"
89,"Sunday, 27 November 2022",6:15:00,9:35:00,Qantas,Qantas-Business Class,1259,Brisbane,Melbourne,"Thursday, 24 November 2022"
90,"Sunday, 27 November 2022",6:55:00,10:15:00,Virgin,Virgin-Flex,739,Brisbane,Melbourne,"Thursday, 24 November 2022"
91,"Sunday, 27 November 2022",6:55:00,10:15:00,Virgin,Virgin-Business,499,Brisbane,Melbourne,"Thursday, 24 November 2022"
92,"Sunday, 27 November 2022",7:15:00,10:35:00,Qantas,Qantas-Red eDeal,526,Brisbane,Melbourne,"Thursday, 24 November 2022"
93,"Sunday, 27 November 2022",7:15:00,10:35:00,Qantas,Qantas-Flex,711,Brisbane,Melbourne,"Thursday, 24 November 2022"
94,"Sunday, 27 November 2022",7:15:00,10:35:00,Qantas,Qantas-Business Class,1679,Brisbane,Melbourne,"Thursday, 24 November 2022"
95,"Sunday, 27 November 2022",7:20:00,10:45:00,JetStar,JetStar-Starter,334,Brisbane,Melbourne,"Thursday, 24 November 2022"
96,"Sunday, 27 November 2022",7:20:00,10:45:00,JetStar,JetStar-Starter,361,Brisbane,Melbourne,"Thursday, 24 November 2022"
97,"Sunday, 27 November 2022",7:20:00,10:45:00,JetStar,JetStar-Flex,379,Brisbane,Melbourne,"Thursday, 24 November 2022"
98,"Sunday, 27 November 2022",7:20:00,10:45:00,JetStar,JetStar-Flex,406,Brisbane,Melbourne,"Thursday, 24 November 2022"
99,"Sunday, 27 November 2022",7:20:00,10:45:00,JetStar,JetStar-Plus,382,Brisbane,Melbourne,"Thursday, 24 November 2022"
100,"Sunday, 27 November 2022",7:20:00,10:45:00,JetStar,JetStar-Max,419,Brisbane,Melbourne,"Thursday, 24 November 2022"
101,"Sunday, 27 November 2022",7:55:00,11:15:00,Virgin,Virgin-Choice,279,Brisbane,Melbourne,"Thursday, 24 November 2022"
102,"Sunday, 27 November 2022",7:55:00,11:15:00,Virgin,Virgin-Flex,389,Brisbane,Melbourne,"Thursday, 24 November 2022"
103,"Sunday, 27 November 2022",7:55:00,11:15:00,Virgin,Virgin-Business,949,Brisbane,Melbourne,"Thursday, 24 November 2022"
104,"Sunday, 27 November 2022",8:00:00,11:25:00,Rex,Rex-Flex,359,Brisbane,Melbourne,"Thursday, 24 November 2022"
105,"Sunday, 27 November 2022",8:00:00,11:25:00,Rex,Rex-Business Class,499,Brisbane,Melbourne,"Thursday, 24 November 2022"
106,"Sunday, 27 November 2022",8:00:00,11:25:00,Rex,Rex-Business Class Plus,699,Brisbane,Melbourne,"Thursday, 24 November 2022"
107,"Sunday, 27 November 2022",8:55:00,12:15:00,Virgin,Virgin-Flex,639,Brisbane,Melbourne,"Thursday, 24 November 2022"
108,"Sunday, 27 November 2022",9:00:00,12:20:00,Qantas,Qantas-Flex,711,Brisbane,Melbourne,"Thursday, 24 November 2022"
109,"Sunday, 27 November 2022",9:00:00,12:20:00,Qantas,Qantas-Business Class,1679,Brisbane,Melbourne,"Thursday, 24 November 2022"
110,"Sunday, 27 November 2022",9:05:00,12:30:00,JetStar,JetStar-Starter,444,Brisbane,Melbourne,"Thursday, 24 November 2022"
111,"Sunday, 27 November 2022",9:05:00,12:30:00,JetStar,JetStar-Starter,471,Brisbane,Melbourne,"Thursday, 24 November 2022"
112,"Sunday, 27 November 2022",9:05:00,12:30:00,JetStar,JetStar-Flex,489,Brisbane,Melbourne,"Thursday, 24 November 2022"
113,"Sunday, 27 November 2022",9:05:00,12:30:00,JetStar,JetStar-Flex,516,Brisbane,Melbourne,"Thursday, 24 November 2022"
114,"Sunday, 27 November 2022",9:05:00,12:30:00,JetStar,JetStar-Plus,492,Brisbane,Melbourne,"Thursday, 24 November 2022"
115,"Sunday, 27 November 2022",9:05:00,12:30:00,JetStar,JetStar-Max,529,Brisbane,Melbourne,"Thursday, 24 November 2022"
116,"Sunday, 27 November 2022",9:55:00,13:15:00,Virgin,Virgin-Flex,739,Brisbane,Melbourne,"Thursday, 24 November 2022"
117,"Sunday, 27 November 2022",10:15:00,13:35:00,Qantas,Qantas-Flex,711,Brisbane,Melbourne,"Thursday, 24 November 2022"
118,"Sunday, 27 November 2022",10:15:00,13:35:00,Qantas,Qantas-Business Class,2128,Brisbane,Melbourne,"Thursday, 24 November 2022"
119,"Sunday, 27 November 2022",11:55:00,15:15:00,Virgin,Virgin-Flex,739,Brisbane,Melbourne,"Thursday, 24 November 2022"
120,"Sunday, 27 November 2022",12:10:00,15:30:00,JetStar,JetStar-Starter,444,Brisbane,Melbourne,"Thursday, 24 November 2022"
121,"Sunday, 27 November 2022",12:10:00,15:30:00,JetStar,JetStar-Starter,471,Brisbane,Melbourne,"Thursday, 24 November 2022"
122,"Sunday, 27 November 2022",12:10:00,15:30:00,JetStar,JetStar-Flex,489,Brisbane,Melbourne,"Thursday, 24 November 2022"
123,"Sunday, 27 November 2022",12:10:00,15:30:00,JetStar,JetStar-Flex,516,Brisbane,Melbourne,"Thursday, 24 November 2022"
124,"Sunday, 27 November 2022",12:10:00,15:30:00,JetStar,JetStar-Plus,492,Brisbane,Melbourne,"Thursday, 24 November 2022"
125,"Sunday, 27 November 2022",12:10:00,15:30:00,JetStar,JetStar-Max,529,Brisbane,Melbourne,"Thursday, 24 November 2022"
126,"Sunday, 27 November 2022",12:15:00,15:35:00,Qantas,Qantas-Flex,995,Brisbane,Melbourne,"Thursday, 24 November 2022"
127,"Sunday, 27 November 2022",12:15:00,15:35:00,Qantas,Qantas-Business Class,2128,Brisbane,Melbourne,"Thursday, 24 November 2022"
128,"Sunday, 27 November 2022",12:55:00,16:15:00,Virgin,Virgin-Flex,739,Brisbane,Melbourne,"Thursday, 24 November 2022"
129,"Sunday, 27 November 2022",13:15:00,16:35:00,Qantas,Qantas-Flex,995,Brisbane,Melbourne,"Thursday, 24 November 2022"
130,"Sunday, 27 November 2022",13:15:00,16:35:00,Qantas,Qantas-Business Class,2128,Brisbane,Melbourne,"Thursday, 24 November 2022"
131,"Sunday, 27 November 2022",14:55:00,18:15:00,Virgin,Virgin-Flex,539,Brisbane,Melbourne,"Thursday, 24 November 2022"
132,"Sunday, 27 November 2022",15:00:00,18:20:00,Qantas,Qantas-Flex,995,Brisbane,Melbourne,"Thursday, 24 November 2022"
133,"Sunday, 27 November 2022",15:00:00,18:20:00,Qantas,Qantas-Business Class,2128,Brisbane,Melbourne,"Thursday, 24 November 2022"
134,"Sunday, 27 November 2022",16:15:00,19:35:00,Qantas,Qantas-Flex,1193,Brisbane,Melbourne,"Thursday, 24 November 2022"
135,"Sunday, 27 November 2022",16:15:00,19:35:00,Qantas,Qantas-Business Class,2128,Brisbane,Melbourne,"Thursday, 24 November 2022"
136,"Sunday, 27 November 2022",17:50:00,21:10:00,JetStar,JetStar-Starter,384,Brisbane,Melbourne,"Thursday, 24 November 2022"
137,"Sunday, 27 November 2022",17:50:00,21:10:00,JetStar,JetStar-Starter,411,Brisbane,Melbourne,"Thursday, 24 November 2022"
138,"Sunday, 27 November 2022",17:50:00,21:10:00,JetStar,JetStar-Flex,429,Brisbane,Melbourne,"Thursday, 24 November 2022"
139,"Sunday, 27 November 2022",17:50:00,21:10:00,JetStar,JetStar-Flex,456,Brisbane,Melbourne,"Thursday, 24 November 2022"
140,"Sunday, 27 November 2022",17:50:00,21:10:00,JetStar,JetStar-Plus,432,Brisbane,Melbourne,"Thursday, 24 November 2022"
141,"Sunday, 27 November 2022",17:50:00,21:10:00,JetStar,JetStar-Max,469,Brisbane,Melbourne,"Thursday, 24 November 2022"
142,"Sunday, 27 November 2022",18:00:00,21:25:00,Rex,Rex-Flex,549,Brisbane,Melbourne,"Thursday, 24 November 2022"
143,"Sunday, 27 November 2022",18:15:00,21:35:00,Qantas,Qantas-Flex,995,Brisbane,Melbourne,"Thursday, 24 November 2022"
144,"Sunday, 27 November 2022",18:15:00,21:35:00,Qantas,Qantas-Business Class,2128,Brisbane,Melbourne,"Thursday, 24 November 2022"
145,"Sunday, 27 November 2022",18:55:00,22:15:00,Virgin,Virgin-Flex,739,Brisbane,Melbourne,"Thursday, 24 November 2022"
146,"Sunday, 27 November 2022",18:55:00,22:15:00,Virgin,Virgin-Business,949,Brisbane,Melbourne,"Thursday, 24 November 2022"
147,"Sunday, 27 November 2022",20:15:00,23:35:00,Qantas,Qantas-Flex,1193,Brisbane,Melbourne,"Thursday, 24 November 2022"
148,"Sunday, 27 November 2022",20:15:00,23:35:00,Qantas,Qantas-Business Class,2128,Brisbane,Melbourne,"Thursday, 24 November 2022"
149,"Sunday, 27 November 2022",20:35:00,23:55:00,Virgin,Virgin-Flex,739,Brisbane,Melbourne,"Thursday, 24 November 2022"
150,"Monday, 28 November 2022",5:15:00,8:35:00,Qantas,Qantas-Flex,711,Brisbane,Melbourne,"Thursday, 24 November 2022"
151,"Monday, 28 November 2022",5:15:00,8:35:00,Qantas,Qantas-Business Class,1679,Brisbane,Melbourne,"Thursday, 24 November 2022"
152,"Monday, 28 November 2022",6:05:00,9:25:00,Virgin,Virgin-Flex,739,Brisbane,Melbourne,"Thursday, 24 November 2022"
153,"Monday, 28 November 2022",6:05:00,9:25:00,Virgin,Virgin-Business,949,Brisbane,Melbourne,"Thursday, 24 November 2022"
154,"Monday, 28 November 2022",6:15:00,9:35:00,Qantas,Qantas-Flex,837,Brisbane,Melbourne,"Thursday, 24 November 2022"
155,"Monday, 28 November 2022",6:15:00,9:35:00,Qantas,Qantas-Business Class,1259,Brisbane,Melbourne,"Thursday, 24 November 2022"
156,"Monday, 28 November 2022",6:55:00,10:15:00,Virgin,Virgin-Flex,739,Brisbane,Melbourne,"Thursday, 24 November 2022"
157,"Monday, 28 November 2022",6:55:00,10:15:00,Virgin,Virgin-Business,949,Brisbane,Melbourne,"Thursday, 24 November 2022"
158,"Monday, 28 November 2022",7:15:00,10:35:00,Qantas,Qantas-Flex,995,Brisbane,Melbourne,"Thursday, 24 November 2022"
159,"Monday, 28 November 2022",7:15:00,10:35:00,Qantas,Qantas-Business Class,1679,Brisbane,Melbourne,"Thursday, 24 November 2022"
160,"Monday, 28 November 2022",7:20:00,10:45:00,JetStar,JetStar-Starter,647,Brisbane,Melbourne,"Thursday, 24 November 2022"
161,"Monday, 28 November 2022",7:20:00,10:45:00,JetStar,JetStar-Starter,674,Brisbane,Melbourne,"Thursday, 24 November 2022"
162,"Monday, 28 November 2022",7:20:00,10:45:00,JetStar,JetStar-Flex,692,Brisbane,Melbourne,"Thursday, 24 November 2022"
163,"Monday, 28 November 2022",7:20:00,10:45:00,JetStar,JetStar-Flex,719,Brisbane,Melbourne,"Thursday, 24 November 2022"
164,"Monday, 28 November 2022",7:20:00,10:45:00,JetStar,JetStar-Plus,695,Brisbane,Melbourne,"Thursday, 24 November 2022"
165,"Monday, 28 November 2022",7:20:00,10:45:00,JetStar,JetStar-Max,732,Brisbane,Melbourne,"Thursday, 24 November 2022"
166,"Monday, 28 November 2022",7:55:00,11:15:00,Virgin,Virgin-Flex,539,Brisbane,Melbourne,"Thursday, 24 November 2022"
167,"Monday, 28 November 2022",7:55:00,11:15:00,Virgin,Virgin-Business,949,Brisbane,Melbourne,"Thursday, 24 November 2022"
168,"Monday, 28 November 2022",8:55:00,12:15:00,Virgin,Virgin-Flex,739,Brisbane,Melbourne,"Thursday, 24 November 2022"
169,"Monday, 28 November 2022",8:55:00,12:15:00,Virgin,Virgin-Business,949,Brisbane,Melbourne,"Thursday, 24 November 2022"
170,"Monday, 28 November 2022",9:05:00,12:30:00,JetStar,JetStar-Starter,647,Brisbane,Melbourne,"Thursday, 24 November 2022"
171,"Monday, 28 November 2022",9:05:00,12:30:00,JetStar,JetStar-Starter,674,Brisbane,Melbourne,"Thursday, 24 November 2022"
172,"Monday, 28 November 2022",9:05:00,12:30:00,JetStar,JetStar-Flex,692,Brisbane,Melbourne,"Thursday, 24 November 2022"
173,"Monday, 28 November 2022",9:05:00,12:30:00,JetStar,JetStar-Flex,719,Brisbane,Melbourne,"Thursday, 24 November 2022"
174,"Monday, 28 November 2022",9:05:00,12:30:00,JetStar,JetStar-Plus,695,Brisbane,Melbourne,"Thursday, 24 November 2022"
175,"Monday, 28 November 2022",9:05:00,12:30:00,JetStar,JetStar-Max,732,Brisbane,Melbourne,"Thursday, 24 November 2022"
176,"Monday, 28 November 2022",9:15:00,12:35:00,Qantas,Qantas-Flex,995,Brisbane,Melbourne,"Thursday, 24 November 2022"
177,"Monday, 28 November 2022",9:15:00,12:35:00,Qantas,Qantas-Business Class,2128,Brisbane,Melbourne,"Thursday, 24 November 2022"
178,"Monday, 28 November 2022",10:15:00,13:35:00,Qantas,Qantas-Flex,837,Brisbane,Melbourne,"Thursday, 24 November 2022"
179,"Monday, 28 November 2022",10:15:00,13:35:00,Qantas,Qantas-Business Class,2128,Brisbane,Melbourne,"Thursday, 24 November 2022"
180,"Monday, 28 November 2022",12:10:00,15:30:00,JetStar,JetStar-Starter,647,Brisbane,Melbourne,"Thursday, 24 November 2022"
181,"Monday, 28 November 2022",12:10:00,15:30:00,JetStar,JetStar-Starter,674,Brisbane,Melbourne,"Thursday, 24 November 2022"
182,"Monday, 28 November 2022",12:10:00,15:30:00,JetStar,JetStar-Flex,692,Brisbane,Melbourne,"Thursday, 24 November 2022"
183,"Monday, 28 November 2022",12:10:00,15:30:00,JetStar,JetStar-Flex,719,Brisbane,Melbourne,"Thursday, 24 November 2022"
184,"Monday, 28 November 2022",12:10:00,15:30:00,JetStar,JetStar-Plus,695,Brisbane,Melbourne,"Thursday, 24 November 2022"
185,"Monday, 28 November 2022",12:10:00,15:30:00,JetStar,JetStar-Max,732,Brisbane,Melbourne,"Thursday, 24 November 2022"
186,"Monday, 28 November 2022",12:15:00,15:35:00,Qantas,Qantas-Flex,837,Brisbane,Melbourne,"Thursday, 24 November 2022"
187,"Monday, 28 November 2022",12:15:00,15:35:00,Qantas,Qantas-Business Class,2128,Brisbane,Melbourne,"Thursday, 24 November 2022"
188,"Monday, 28 November 2022",12:55:00,16:15:00,Virgin,Virgin-Flex,739,Brisbane,Melbourne,"Thursday, 24 November 2022"
189,"Monday, 28 November 2022",12:55:00,16:15:00,Virgin,Virgin-Business,949,Brisbane,Melbourne,"Thursday, 24 November 2022"
190,"Monday, 28 November 2022",13:15:00,16:35:00,Qantas,Qantas-Flex,837,Brisbane,Melbourne,"Thursday, 24 November 2022"
191,"Monday, 28 November 2022",13:15:00,16:35:00,Qantas,Qantas-Business Class,1679,Brisbane,Melbourne,"Thursday, 24 November 2022"
192,"Monday, 28 November 2022",14:55:00,18:15:00,Virgin,Virgin-Flex,739,Brisbane,Melbourne,"Thursday, 24 November 2022"
193,"Monday, 28 November 2022",14:55:00,18:15:00,Virgin,Virgin-Business,949,Brisbane,Melbourne,"Thursday, 24 November 2022"
194,"Monday, 28 November 2022",15:00:00,18:20:00,Qantas,Qantas-Flex,995,Brisbane,Melbourne,"Thursday, 24 November 2022"
195,"Monday, 28 November 2022",15:00:00,18:20:00,Qantas,Qantas-Business Class,1679,Brisbane,Melbourne,"Thursday, 24 November 2022"
