,departure_date,departure_time,arrival_time,airline,fare_type,price,origin,destination,date_collected
48,"Saturday, 26 November 2022",21:15:00,0:35:00,JetStar,JetStar-Starter,674,Brisbane,Melbourne,"Friday, 25 November 2022"
49,"Saturday, 26 November 2022",21:15:00,0:35:00,JetStar,JetStar-Flex,692,Brisbane,Melbourne,"Friday, 25 November 2022"
50,"Saturday, 26 November 2022",21:15:00,0:35:00,JetStar,JetStar-Flex,719,Brisbane,Melbourne,"Friday, 25 November 2022"
51,"Saturday, 26 November 2022",21:15:00,0:35:00,JetStar,JetStar-Plus,695,Brisbane,Melbourne,"Friday, 25 November 2022"
52,"Saturday, 26 November 2022",21:15:00,0:35:00,JetStar,JetStar-Max,732,Brisbane,Melbourne,"Friday, 25 November 2022"
53,"Saturday, 26 November 2022",21:15:00,0:35:00,JetStar,JetStar-Starter,647,Brisbane,Melbourne,"Friday, 25 November 2022"
54,"Saturday, 26 November 2022",21:15:00,0:35:00,JetStar,JetStar-Starter,674,Brisbane,Melbourne,"Friday, 25 November 2022"
55,"Saturday, 26 November 2022",21:15:00,0:35:00,JetStar,JetStar-Flex,692,Brisbane,Melbourne,"Friday, 25 November 2022"
56,"Saturday, 26 November 2022",21:15:00,0:35:00,JetStar,JetStar-Flex,719,Brisbane,Melbourne,"Friday, 25 November 2022"
57,"Saturday, 26 November 2022",21:15:00,0:35:00,JetStar,JetStar-Plus,695,Brisbane,Melbourne,"Friday, 25 November 2022"
58,"Saturday, 26 November 2022",21:15:00,0:35:00,JetStar,JetStar-Max,732,Brisbane,Melbourne,"Friday, 25 November 2022"
59,"Sunday, 27 November 2022",6:15:00,9:35:00,Qantas,Qantas-Red eDeal,526,Brisbane,Melbourne,"Friday, 25 November 2022"
60,"Sunday, 27 November 2022",6:15:00,9:35:00,Qantas,Qantas-Flex,711,Brisbane,Melbourne,"Friday, 25 November 2022"
61,"Sunday, 27 November 2022",6:15:00,9:35:00,Qantas,Qantas-Business Class,1259,Brisbane,Melbourne,"Friday, 25 November 2022"
62,"Sunday, 27 November 2022",6:55:00,10:15:00,Virgin,Virgin-Business,949,Brisbane,Melbourne,"Friday, 25 November 2022"
63,"Sunday, 27 November 2022",7:15:00,10:35:00,Qantas,Qantas-Flex,1193,Brisbane,Melbourne,"Friday, 25 November 2022"
64,"Sunday, 27 November 2022",7:15:00,10:35:00,Qantas,Qantas-Business Class,1679,Brisbane,Melbourne,"Friday, 25 November 2022"
65,"Sunday, 27 November 2022",7:20:00,10:45:00,JetStar,JetStar-Starter,647,Brisbane,Melbourne,"Friday, 25 November 2022"
66,"Sunday, 27 November 2022",7:20:00,10:45:00,JetStar,JetStar-Starter,674,Brisbane,Melbourne,"Friday, 25 November 2022"
67,"Sunday, 27 November 2022",7:20:00,10:45:00,JetStar,JetStar-Flex,692,Brisbane,Melbourne,"Friday, 25 November 2022"
68,"Sunday, 27 November 2022",7:20:00,10:45:00,JetStar,JetStar-Flex,719,Brisbane,Melbourne,"Friday, 25 November 2022"
69,"Sunday, 27 November 2022",7:20:00,10:45:00,JetStar,JetStar-Plus,695,Brisbane,Melbourne,"Friday, 25 November 2022"
70,"Sunday, 27 November 2022",7:20:00,10:45:00,JetStar,JetStar-Max,732,Brisbane,Melbourne,"Friday, 25 November 2022"
71,"Sunday, 27 November 2022",7:55:00,11:15:00,Virgin,Virgin-Flex,839,Brisbane,Melbourne,"Friday, 25 November 2022"
72,"Sunday, 27 November 2022",8:00:00,11:25:00,Rex,Rex-Flex,419,Brisbane,Melbourne,"Friday, 25 November 2022"
73,"Sunday, 27 November 2022",8:00:00,11:25:00,Rex,Rex-Business Class,499,Brisbane,Melbourne,"Friday, 25 November 2022"
74,"Sunday, 27 November 2022",8:00:00,11:25:00,Rex,Rex-Business Class Plus,699,Brisbane,Melbourne,"Friday, 25 November 2022"
75,"Sunday, 27 November 2022",8:55:00,12:15:00,Virgin,Virgin-Flex,839,Brisbane,Melbourne,"Friday, 25 November 2022"
76,"Sunday, 27 November 2022",9:00:00,12:20:00,Qantas,Qantas-Flex,711,Brisbane,Melbourne,"Friday, 25 November 2022"
77,"Sunday, 27 November 2022",9:00:00,12:20:00,Qantas,Qantas-Business Class,2128,Brisbane,Melbourne,"Friday, 25 November 2022"
78,"Sunday, 27 November 2022",9:05:00,12:30:00,JetStar,JetStar-Starter,647,Brisbane,Melbourne,"Friday, 25 November 2022"
79,"Sunday, 27 November 2022",9:05:00,12:30:00,JetStar,JetStar-Starter,674,Brisbane,Melbourne,"Friday, 25 November 2022"
80,"Sunday, 27 November 2022",9:05:00,12:30:00,JetStar,JetStar-Flex,692,Brisbane,Melbourne,"Friday, 25 November 2022"
81,"Sunday, 27 November 2022",9:05:00,12:30:00,JetStar,JetStar-Flex,719,Brisbane,Melbourne,"Friday, 25 November 2022"
82,"Sunday, 27 November 2022",9:05:00,12:30:00,JetStar,JetStar-Plus,695,Brisbane,Melbourne,"Friday, 25 November 2022"
83,"Sunday, 27 November 2022",9:05:00,12:30:00,JetStar,JetStar-Max,732,Brisbane,Melbourne,"Friday, 25 November 2022"
84,"Sunday, 27 November 2022",10:15:00,13:35:00,Qantas,Qantas-Flex,837,Brisbane,Melbourne,"Friday, 25 November 2022"
85,"Sunday, 27 November 2022",10:15:00,13:35:00,Qantas,Qantas-Business Class,2128,Brisbane,Melbourne,"Friday, 25 November 2022"
86,"Sunday, 27 November 2022",12:10:00,15:30:00,JetStar,JetStar-Starter,529,Brisbane,Melbourne,"Friday, 25 November 2022"
87,"Sunday, 27 November 2022",12:10:00,15:30:00,JetStar,JetStar-Starter,556,Brisbane,Melbourne,"Friday, 25 November 2022"
88,"Sunday, 27 November 2022",12:10:00,15:30:00,JetStar,JetStar-Flex,574,Brisbane,Melbourne,"Friday, 25 November 2022"
89,"Sunday, 27 November 2022",12:10:00,15:30:00,JetStar,JetStar-Flex,601,Brisbane,Melbourne,"Friday, 25 November 2022"
90,"Sunday, 27 November 2022",12:10:00,15:30:00,JetStar,JetStar-Plus,577,Brisbane,Melbourne,"Friday, 25 November 2022"
91,"Sunday, 27 November 2022",12:10:00,15:30:00,JetStar,JetStar-Max,614,Brisbane,Melbourne,"Friday, 25 November 2022"
92,"Sunday, 27 November 2022",12:15:00,15:35:00,Qantas,Qantas-Flex,995,Brisbane,Melbourne,"Friday, 25 November 2022"
93,"Sunday, 27 November 2022",13:15:00,16:35:00,Qantas,Qantas-Flex,1193,Brisbane,Melbourne,"Friday, 25 November 2022"
94,"Sunday, 27 November 2022",13:15:00,16:35:00,Qantas,Qantas-Business Class,2128,Brisbane,Melbourne,"Friday, 25 November 2022"
95,"Sunday, 27 November 2022",15:00:00,18:20:00,Qantas,Qantas-Flex,1193,Brisbane,Melbourne,"Friday, 25 November 2022"
96,"Sunday, 27 November 2022",15:00:00,18:20:00,Qantas,Qantas-Business Class,2128,Brisbane,Melbourne,"Friday, 25 November 2022"
97,"Sunday, 27 November 2022",16:15:00,19:35:00,Qantas,Qantas-Flex,1193,Brisbane,Melbourne,"Friday, 25 November 2022"
98,"Sunday, 27 November 2022",16:15:00,19:35:00,Qantas,Qantas-Business Class,2128,Brisbane,Melbourne,"Friday, 25 November 2022"
99,"Sunday, 27 November 2022",17:50:00,21:10:00,JetStar,JetStar-Starter,647,Brisbane,Melbourne,"Friday, 25 November 2022"
100,"Sunday, 27 November 2022",17:50:00,21:10:00,JetStar,JetStar-Starter,674,Brisbane,Melbourne,"Friday, 25 November 2022"
101,"Sunday, 27 November 2022",17:50:00,21:10:00,JetStar,JetStar-Flex,692,Brisbane,Melbourne,"Friday, 25 November 2022"
102,"Sunday, 27 November 2022",17:50:00,21:10:00,JetStar,JetStar-Flex,719,Brisbane,Melbourne,"Friday, 25 November 2022"
103,"Sunday, 27 November 2022",17:50:00,21:10:00,JetStar,JetStar-Plus,695,Brisbane,Melbourne,"Friday, 25 November 2022"
104,"Sunday, 27 November 2022",17:50:00,21:10:00,JetStar,JetStar-Max,732,Brisbane,Melbourne,"Friday, 25 November 2022"
105,"Sunday, 27 November 2022",18:00:00,21:25:00,Rex,Rex-Flex,649,Brisbane,Melbourne,"Friday, 25 November 2022"
106,"Sunday, 27 November 2022",18:15:00,21:35:00,Qantas,Qantas-Flex,1193,Brisbane,Melbourne,"Friday, 25 November 2022"
107,"Sunday, 27 November 2022",18:15:00,21:35:00,Qantas,Qantas-Business Class,2128,Brisbane,Melbourne,"Friday, 25 November 2022"
108,"Sunday, 27 November 2022",20:15:00,23:35:00,Qantas,Qantas-Flex,1193,Brisbane,Melbourne,"Friday, 25 November 2022"
109,"Sunday, 27 November 2022",20:15:00,23:35:00,Qantas,Qantas-Business Class,2128,Brisbane,Melbourne,"Friday, 25 November 2022"
110,"Sunday, 27 November 2022",20:35:00,23:55:00,Virgin,Virgin-Flex,839,Brisbane,Melbourne,"Friday, 25 November 2022"
111,"Monday, 28 November 2022",5:15:00,8:35:00,Qantas,Qantas-Flex,711,Brisbane,Melbourne,"Friday, 25 November 2022"
112,"Monday, 28 November 2022",5:15:00,8:35:00,Qantas,Qantas-Business Class,1679,Brisbane,Melbourne,"Friday, 25 November 2022"
113,"Monday, 28 November 2022",6:15:00,9:35:00,Qantas,Qantas-Flex,995,Brisbane,Melbourne,"Friday, 25 November 2022"
114,"Monday, 28 November 2022",6:15:00,9:35:00,Qantas,Qantas-Business Class,1679,Brisbane,Melbourne,"Friday, 25 November 2022"
115,"Monday, 28 November 2022",6:55:00,10:15:00,Virgin,Virgin-Business,949,Brisbane,Melbourne,"Friday, 25 November 2022"
116,"Monday, 28 November 2022",7:15:00,10:35:00,Qantas,Qantas-Flex,995,Brisbane,Melbourne,"Friday, 25 November 2022"
117,"Monday, 28 November 2022",7:15:00,10:35:00,Qantas,Qantas-Business Class,1679,Brisbane,Melbourne,"Friday, 25 November 2022"
118,"Monday, 28 November 2022",7:20:00,10:45:00,JetStar,JetStar-Starter,647,Brisbane,Melbourne,"Friday, 25 November 2022"
119,"Monday, 28 November 2022",7:20:00,10:45:00,JetStar,JetStar-Starter,674,Brisbane,Melbourne,"Friday, 25 November 2022"
120,"Monday, 28 November 2022",7:20:00,10:45:00,JetStar,JetStar-Flex,692,Brisbane,Melbourne,"Friday, 25 November 2022"
121,"Monday, 28 November 2022",7:20:00,10:45:00,JetStar,JetStar-Flex,719,Brisbane,Melbourne,"Friday, 25 November 2022"
122,"Monday, 28 November 2022",7:20:00,10:45:00,JetStar,JetStar-Plus,695,Brisbane,Melbourne,"Friday, 25 November 2022"
123,"Monday, 28 November 2022",7:20:00,10:45:00,JetStar,JetStar-Max,732,Brisbane,Melbourne,"Friday, 25 November 2022"
124,"Monday, 28 November 2022",7:55:00,11:15:00,Virgin,Virgin-Flex,739,Brisbane,Melbourne,"Friday, 25 November 2022"
125,"Monday, 28 November 2022",7:55:00,11:15:00,Virgin,Virgin-Business,949,Brisbane,Melbourne,"Friday, 25 November 2022"
126,"Monday, 28 November 2022",8:55:00,12:15:00,Virgin,Virgin-Flex,839,Brisbane,Melbourne,"Friday, 25 November 2022"
127,"Monday, 28 November 2022",8:55:00,12:15:00,Virgin,Virgin-Business,949,Brisbane,Melbourne,"Friday, 25 November 2022"
128,"Monday, 28 November 2022",9:05:00,12:30:00,JetStar,JetStar-Starter,647,Brisbane,Melbourne,"Friday, 25 November 2022"
129,"Monday, 28 November 2022",9:05:00,12:30:00,JetStar,JetStar-Starter,674,Brisbane,Melbourne,"Friday, 25 November 2022"
130,"Monday, 28 November 2022",9:05:00,12:30:00,JetStar,JetStar-Flex,692,Brisbane,Melbourne,"Friday, 25 November 2022"
131,"Monday, 28 November 2022",9:05:00,12:30:00,JetStar,JetStar-Flex,719,Brisbane,Melbourne,"Friday, 25 November 2022"
132,"Monday, 28 November 2022",9:05:00,12:30:00,JetStar,JetStar-Plus,695,Brisbane,Melbourne,"Friday, 25 November 2022"
133,"Monday, 28 November 2022",9:05:00,12:30:00,JetStar,JetStar-Max,732,Brisbane,Melbourne,"Friday, 25 November 2022"
134,"Monday, 28 November 2022",9:15:00,12:35:00,Qantas,Qantas-Flex,995,Brisbane,Melbourne,"Friday, 25 November 2022"
135,"Monday, 28 November 2022",9:15:00,12:35:00,Qantas,Qantas-Business Class,2128,Brisbane,Melbourne,"Friday, 25 November 2022"
136,"Monday, 28 November 2022",10:15:00,13:35:00,Qantas,Qantas-Flex,995,Brisbane,Melbourne,"Friday, 25 November 2022"
137,"Monday, 28 November 2022",10:15:00,13:35:00,Qantas,Qantas-Business Class,2128,Brisbane,Melbourne,"Friday, 25 November 2022"
138,"Monday, 28 November 2022",10:55:00,14:15:00,Virgin,Virgin-Flex,839,Brisbane,Melbourne,"Friday, 25 November 2022"
139,"Monday, 28 November 2022",12:10:00,15:30:00,JetStar,JetStar-Starter,647,Brisbane,Melbourne,"Friday, 25 November 2022"
140,"Monday, 28 November 2022",12:10:00,15:30:00,JetStar,JetStar-Starter,674,Brisbane,Melbourne,"Friday, 25 November 2022"
141,"Monday, 28 November 2022",12:10:00,15:30:00,JetStar,JetStar-Flex,692,Brisbane,Melbourne,"Friday, 25 November 2022"
142,"Monday, 28 November 2022",12:10:00,15:30:00,JetStar,JetStar-Flex,719,Brisbane,Melbourne,"Friday, 25 November 2022"
143,"Monday, 28 November 2022",12:10:00,15:30:00,JetStar,JetStar-Plus,695,Brisbane,Melbourne,"Friday, 25 November 2022"
144,"Monday, 28 November 2022",12:10:00,15:30:00,JetStar,JetStar-Max,732,Brisbane,Melbourne,"Friday, 25 November 2022"
145,"Monday, 28 November 2022",12:15:00,15:35:00,Qantas,Qantas-Flex,995,Brisbane,Melbourne,"Friday, 25 November 2022"
146,"Monday, 28 November 2022",12:15:00,15:35:00,Qantas,Qantas-Business Class,2128,Brisbane,Melbourne,"Friday, 25 November 2022"
147,"Monday, 28 November 2022",12:55:00,16:15:00,Virgin,Virgin-Flex,739,Brisbane,Melbourne,"Friday, 25 November 2022"
148,"Monday, 28 November 2022",12:55:00,16:15:00,Virgin,Virgin-Business,949,Brisbane,Melbourne,"Friday, 25 November 2022"
149,"Monday, 28 November 2022",13:15:00,16:35:00,Qantas,Qantas-Flex,995,Brisbane,Melbourne,"Friday, 25 November 2022"
150,"Monday, 28 November 2022",13:15:00,16:35:00,Qantas,Qantas-Business Class,1679,Brisbane,Melbourne,"Friday, 25 November 2022"
151,"Monday, 28 November 2022",14:55:00,18:15:00,Virgin,Virgin-Flex,539,Brisbane,Melbourne,"Friday, 25 November 2022"
152,"Monday, 28 November 2022",14:55:00,18:15:00,Virgin,Virgin-Business,949,Brisbane,Melbourne,"Friday, 25 November 2022"
153,"Monday, 28 November 2022",15:00:00,18:20:00,Qantas,Qantas-Flex,995,Brisbane,Melbourne,"Friday, 25 November 2022"
154,"Monday, 28 November 2022",15:00:00,18:20:00,Qantas,Qantas-Business Class,1679,Brisbane,Melbourne,"Friday, 25 November 2022"
155,"Monday, 28 November 2022",15:55:00,19:15:00,Virgin,Virgin-Flex,639,Brisbane,Melbourne,"Friday, 25 November 2022"
156,"Monday, 28 November 2022",15:55:00,19:15:00,Virgin,Virgin-Business,949,Brisbane,Melbourne,"Friday, 25 November 2022"
157,"Monday, 28 November 2022",16:15:00,19:35:00,Qantas,Qantas-Flex,995,Brisbane,Melbourne,"Friday, 25 November 2022"
158,"Monday, 28 November 2022",16:15:00,19:35:00,Qantas,Qantas-Business Class,2128,Brisbane,Melbourne,"Friday, 25 November 2022"
159,"Monday, 28 November 2022",16:55:00,20:15:00,Virgin,Virgin-Flex,639,Brisbane,Melbourne,"Friday, 25 November 2022"
160,"Monday, 28 November 2022",16:55:00,20:15:00,Virgin,Virgin-Business,949,Brisbane,Melbourne,"Friday, 25 November 2022"
161,"Monday, 28 November 2022",17:50:00,21:10:00,JetStar,JetStar-Starter,529,Brisbane,Melbourne,"Friday, 25 November 2022"
162,"Monday, 28 November 2022",17:50:00,21:10:00,JetStar,JetStar-Starter,556,Brisbane,Melbourne,"Friday, 25 November 2022"
163,"Monday, 28 November 2022",17:50:00,21:10:00,JetStar,JetStar-Flex,574,Brisbane,Melbourne,"Friday, 25 November 2022"
164,"Monday, 28 November 2022",17:50:00,21:10:00,JetStar,JetStar-Flex,601,Brisbane,Melbourne,"Friday, 25 November 2022"
165,"Monday, 28 November 2022",17:50:00,21:10:00,JetStar,JetStar-Plus,577,Brisbane,Melbourne,"Friday, 25 November 2022"
166,"Monday, 28 November 2022",17:50:00,21:10:00,JetStar,JetStar-Max,614,Brisbane,Melbourne,"Friday, 25 November 2022"
167,"Monday, 28 November 2022",17:55:00,21:15:00,Virgin,Virgin-Flex,639,Brisbane,Melbourne,"Friday, 25 November 2022"
168,"Monday, 28 November 2022",17:55:00,21:15:00,Virgin,Virgin-Business,949,Brisbane,Melbourne,"Friday, 25 November 2022"
169,"Monday, 28 November 2022",18:00:00,21:25:00,Rex,Rex-Flex,549,Brisbane,Melbourne,"Friday, 25 November 2022"
170,"Monday, 28 November 2022",18:00:00,21:25:00,Rex,Rex-Business Class Plus,699,Brisbane,Melbourne,"Friday, 25 November 2022"
171,"Monday, 28 November 2022",18:15:00,21:35:00,Qantas,Qantas-Flex,711,Brisbane,Melbourne,"Friday, 25 November 2022"
172,"Monday, 28 November 2022",18:15:00,21:35:00,Qantas,Qantas-Business Class,2128,Brisbane,Melbourne,"Friday, 25 November 2022"
173,"Monday, 28 November 2022",18:55:00,22:15:00,Virgin,Virgin-Flex,539,Brisbane,Melbourne,"Friday, 25 November 2022"
174,"Monday, 28 November 2022",18:55:00,22:15:00,Virgin,Virgin-Business,949,Brisbane,Melbourne,"Friday, 25 November 2022"
175,"Monday, 28 November 2022",20:15:00,23:35:00,Qantas,Qantas-Red eDeal,612,Brisbane,Melbourne,"Friday, 25 November 2022"
176,"Monday, 28 November 2022",20:15:00,23:35:00,Qantas,Qantas-Flex,711,Brisbane,Melbourne,"Friday, 25 November 2022"
177,"Monday, 28 November 2022",20:15:00,23:35:00,Qantas,Qantas-Business Class,1259,Brisbane,Melbourne,"Friday, 25 November 2022"
178,"Monday, 28 November 2022",20:35:00,23:55:00,Virgin,Virgin-Flex,539,Brisbane,Melbourne,"Friday, 25 November 2022"
179,"Monday, 28 November 2022",20:35:00,23:55:00,Virgin,Virgin-Business,949,Brisbane,Melbourne,"Friday, 25 November 2022"
180,"Tuesday, 29 November 2022",5:15:00,8:35:00,Qantas,Qantas-Flex,711,Brisbane,Melbourne,"Friday, 25 November 2022"
181,"Tuesday, 29 November 2022",5:15:00,8:35:00,Qantas,Qantas-Business Class,1259,Brisbane,Melbourne,"Friday, 25 November 2022"
182,"Tuesday, 29 November 2022",6:05:00,9:25:00,Virgin,Virgin-Flex,639,Brisbane,Melbourne,"Friday, 25 November 2022"
183,"Tuesday, 29 November 2022",6:05:00,9:25:00,Virgin,Virgin-Business,949,Brisbane,Melbourne,"Friday, 25 November 2022"
184,"Tuesday, 29 November 2022",6:15:00,9:35:00,Qantas,Qantas-Red eDeal,612,Brisbane,Melbourne,"Friday, 25 November 2022"
185,"Tuesday, 29 November 2022",6:15:00,9:35:00,Qantas,Qantas-Flex,711,Brisbane,Melbourne,"Friday, 25 November 2022"
186,"Tuesday, 29 November 2022",6:15:00,9:35:00,Qantas,Qantas-Business Class,1259,Brisbane,Melbourne,"Friday, 25 November 2022"
187,"Tuesday, 29 November 2022",6:55:00,10:15:00,Virgin,Virgin-Flex,739,Brisbane,Melbourne,"Friday, 25 November 2022"
188,"Tuesday, 29 November 2022",6:55:00,10:15:00,Virgin,Virgin-Business,659,Brisbane,Melbourne,"Friday, 25 November 2022"
189,"Tuesday, 29 November 2022",7:15:00,10:35:00,Qantas,Qantas-Flex,837,Brisbane,Melbourne,"Friday, 25 November 2022"
190,"Tuesday, 29 November 2022",7:15:00,10:35:00,Qantas,Qantas-Business Class,1259,Brisbane,Melbourne,"Friday, 25 November 2022"
191,"Tuesday, 29 November 2022",7:20:00,10:45:00,JetStar,JetStar-Starter,334,Brisbane,Melbourne,"Friday, 25 November 2022"
192,"Tuesday, 29 November 2022",7:20:00,10:45:00,JetStar,JetStar-Starter,361,Brisbane,Melbourne,"Friday, 25 November 2022"
193,"Tuesday, 29 November 2022",7:20:00,10:45:00,JetStar,JetStar-Flex,379,Brisbane,Melbourne,"Friday, 25 November 2022"
194,"Tuesday, 29 November 2022",7:20:00,10:45:00,JetStar,JetStar-Flex,406,Brisbane,Melbourne,"Friday, 25 November 2022"
195,"Tuesday, 29 November 2022",7:20:00,10:45:00,JetStar,JetStar-Plus,382,Brisbane,Melbourne,"Friday, 25 November 2022"
196,"Tuesday, 29 November 2022",7:20:00,10:45:00,JetStar,JetStar-Max,419,Brisbane,Melbourne,"Friday, 25 November 2022"
197,"Tuesday, 29 November 2022",7:55:00,11:15:00,Virgin,Virgin-Flex,539,Brisbane,Melbourne,"Friday, 25 November 2022"
